Title,Physical Date,PHY Date Week Num,PHY to TH,Physical W1 Units,Studio,Rating,Box Office,Franchise,Count of Awards, Action, Adventure,Animation, Biography, Comedy, Crime,Documentary, Drama, Family, Fantasy, History, Horror, Music, Musical, Mystery, Romance, Sci-Fi, Short, Sport, Thriller, War, Western
WISH UPON,10/10/2017,41,88,13915,OTHER,PG-13,14301505,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
WOMAN IN GOLD,7/7/2015,28,97,51527,OTHER,PG-13,33307793,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WONDER,2/13/2018,7,88,339917,Lionsgate,PG,132422809,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WONDER WOMAN,9/19/2017,38,109,1117195,Warner Bros.,PG-13,389567740,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
WON'T YOU BE MY NEIGHBOR,9/4/2018,36,88,14585,Universal Studios,PG-13,22609437,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WOODLAWN,1/19/2016,4,95,66285,Universal Studios,PG,14394097,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WORDS AND PICTURES,9/9/2014,37,109,4890,Lionsgate,PG-13,2171257,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WRINKLE IN TIME,6/5/2018,23,88,201194,Walt Disney Studios,PG,97290541,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
X-MEN APOCALYPSE,10/4/2016,41,130,588161,20th Century Fox,PG-13,143154429,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
X-MEN DAYS OF FUTURE PAST,10/14/2014,42,144,1007888,20th Century Fox,PG-13,212475647,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
XXX-RETURN OF XANDER CAGE,5/16/2017,20,116,197310,Paramount Pictures,PG-13,40607985,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YOU WERE NEVER REALLY HERE,7/17/2018,29,102,5339,Lionsgate,R,2528079,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
YOUNG MESSIAH,6/14/2016,25,95,17816,Universal Studios,PG-13,6490401,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
YOUTH,3/1/2016,10,88,635,20th Century Fox,R,2703296,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ZOOKEEPERS WIFE,7/4/2017,27,88,39313,Universal Studios,PG-13,17571660,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ZOOLANDER 2,5/24/2016,22,102,45106,Paramount Pictures,PG-13,28848693,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOOTOPIA,6/7/2016,24,95,1601855,Walt Disney Studios,PG,320509588,0,2,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
